wavelength_nm,sample_radius_mm,within_pupil_energy_fraction_assigned_to_own_Voronoi_cell,pupil_capture_fraction_within_8mm_window
450,0.0,0.8432143300146998,0.9826996771866676
450,0.9428090415820635,0.8479945607110099,0.9777146374898956
450,2.0,0.8968691250286764,0.46130431336267325
550,0.0,0.8436077415927817,0.9794246649631904
550,0.9428090415820635,0.8522912706529414,0.9708797826089938
550,2.0,0.8840009758812133,0.4595915842891056
650,0.0,0.8168179193205379,0.9738875045429202
650,0.9428090415820635,0.8269885927971864,0.9674137047349206
650,2.0,0.8628122558792977,0.45770053977479686
